subject,filename,yaw,pitch,label
0001,0001_2m_-15P_-10V_-10H.jpg,179.1907563021002,23.74246255128522,1
0001,0001_2m_-15P_-10V_-15H.jpg,-1.64469693336145,22.806687985171557,0
0001,0001_2m_-15P_-10V_-5H.jpg,179.1484531266406,26.938367982851553,1
0001,0001_2m_-15P_-10V_0H.jpg,179.6529627912696,27.076354377842076,1
0001,0001_2m_-15P_-10V_10H.jpg,179.31468011238772,28.491869347406276,1
0001,0001_2m_-15P_-10V_15H.jpg,179.98276661510843,25.950280273226344,0
0001,0001_2m_-15P_-10V_5H.jpg,179.32065523518153,27.103118428827354,1
0001,0001_2m_-15P_0V_-10H.jpg,179.57564147451862,26.82703830265603,1
0001,0001_2m_-15P_0V_-15H.jpg,179.73198369986096,25.443900639134554,0
0001,0001_2m_-15P_0V_-5H.jpg,-0.9499415131969096,22.234282086800597,1
0001,0001_2m_-15P_0V_0H.jpg,0.2318598859428804,24.432012500878507,1
0001,0001_2m_-15P_0V_10H.jpg,179.39038318317705,25.814789778324933,1
0001,0001_2m_-15P_0V_15H.jpg,-1.2011284090504775,24.285141587136067,0
0001,0001_2m_-15P_0V_5H.jpg,-1.2375928316861828,24.829281342761067,1
0001,0001_2m_-15P_10V_-10H.jpg,179.60591623327696,27.48759078218437,1
0001,0001_2m_-15P_10V_-15H.jpg,179.3937396175892,27.57232584731149,0
0001,0001_2m_-15P_10V_-5H.jpg,179.53573933073872,28.965544705360102,1
0001,0001_2m_-15P_10V_0H.jpg,179.28049454640245,27.911811735565042,1
0001,0001_2m_-15P_10V_10H.jpg,179.69407924348025,26.87260903939586,1
0001,0001_2m_-15P_10V_15H.jpg,179.8614002103411,26.915918080925543,0
0001,0001_2m_-15P_10V_5H.jpg,179.16530786527377,27.076839075055197,1
0001,0001_2m_-30P_-10V_-10H.jpg,-179.43420665237443,33.424841658205665,1
0001,0001_2m_-30P_-10V_-15H.jpg,-179.59320306815718,31.717757609951946,0
0001,0001_2m_-30P_-10V_-5H.jpg,-179.00823340130265,31.312332099751725,1
0001,0001_2m_-30P_-10V_0H.jpg,-179.61856489253276,31.164224694124382,1
0001,0001_2m_-30P_-10V_10H.jpg,-178.91411630590125,31.687197827026107,1
0001,0001_2m_-30P_-10V_15H.jpg,-179.30551497853256,31.109432771939364,0
0001,0001_2m_-30P_-10V_5H.jpg,-179.32612611759959,31.31141890522004,1
0001,0001_2m_-30P_0V_-10H.jpg,-179.0294846761333,28.325995343430673,1
0001,0001_2m_-30P_0V_-15H.jpg,-178.8581437663518,31.070425527283344,0
0001,0001_2m_-30P_0V_-5H.jpg,-179.44574469601076,29.18313813932124,1
0001,0001_2m_-30P_0V_0H.jpg,-179.54518563858795,32.91007466125005,1
0001,0001_2m_-30P_0V_10H.jpg,-179.83268763412732,32.102485531651396,1
0001,0001_2m_-30P_0V_15H.jpg,-179.2637974761864,31.026865661288028,0
0001,0001_2m_-30P_0V_5H.jpg,-179.92952091622064,31.35271909796636,1
0001,0001_2m_-30P_10V_-10H.jpg,179.78857925987023,34.00477466186744,1
0001,0001_2m_-30P_10V_-15H.jpg,179.89955449583584,31.86049701433126,0
0001,0001_2m_-30P_10V_-5H.jpg,-179.3569266942543,32.090052110453925,1
0001,0001_2m_-30P_10V_0H.jpg,-179.2170019666484,33.11265543177565,1
0001,0001_2m_-30P_10V_10H.jpg,-178.79691750637093,32.43464925721234,1
0001,0001_2m_-30P_10V_15H.jpg,-179.38965988719843,32.481097450749395,0
0001,0001_2m_-30P_10V_5H.jpg,-179.457088996323,33.200853566410764,1
0001,0001_2m_0P_-10V_-10H.jpg,-0.911030837025031,7.268844976637266,1
0001,0001_2m_0P_-10V_-15H.jpg,-0.463030649937736,6.647185986012703,0
0001,0001_2m_0P_-10V_-5H.jpg,-1.1407518861452628,7.114263044482281,1
0001,0001_2m_0P_-10V_0H.jpg,-0.5746181069873039,7.520516231886287,1
0001,0001_2m_0P_-10V_10H.jpg,-0.5569299701778585,8.49325227297006,1
0001,0001_2m_0P_-10V_15H.jpg,-1.2134009444243503,7.906203020622486,0
0001,0001_2m_0P_-10V_5H.jpg,-1.2429035783332703,6.99939303042791,1
0001,0001_2m_0P_0V_-10H.jpg,-1.1013681679590301,9.070021608676086,1
0001,0001_2m_0P_0V_-15H.jpg,-1.248603835286053,8.050180256056489,0
0001,0001_2m_0P_0V_-5H.jpg,-1.0759552796599794,9.211856204475072,1
0001,0001_2m_0P_0V_0H.jpg,-2.0101086365735306,6.129916369890354,1
0001,0001_2m_0P_0V_10H.jpg,-1.0019241492325868,9.819198887390417,1
0001,0001_2m_0P_0V_15H.jpg,-0.8945139903132747,6.24092634420749,0
0001,0001_2m_0P_0V_5H.jpg,-0.8015837778635644,6.857051175954401,1
0001,0001_2m_0P_10V_-10H.jpg,-0.653209146979355,1.7081220432783442,1
0001,0001_2m_0P_10V_-15H.jpg,-0.9719394259193586,10.503056077972179,0
0001,0001_2m_0P_10V_-5H.jpg,-0.6264022673207938,3.5221808556819205,1
0001,0001_2m_0P_10V_0H.jpg,-1.2916865688454606,3.1407929901086886,1
0001,0001_2m_0P_10V_10H.jpg,-1.4026812969135414,6.771659456873729,1
0001,0001_2m_0P_10V_15H.jpg,-1.6884871216889676,4.5731867779924915,0
0001,0001_2m_0P_10V_5H.jpg,-1.2347320358326195,5.474425336495186,1
